,MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
4434,21633150,555000.0,85712,-110.8911,32.259093,0.19,4056.74,2007,3,3,2375.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,Concrete,0
4435,21700178,550000.0,85750,-110.865166,32.299459,0.63,4782.62,1987,4,3,3229.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1,Other,33
4436,21700696,550000.0,85745,-111.073119,32.244449,1.16,4787.44,1979,2,3,3163.0,2,"Dishwasher, Refrigerator, Microwave",2,Mexican Tile,0
4437,21213544,535000.0,85743,-111.117344,32.333579,4.94,5426.0,1984,6,5,4954.0,5,"Garbage Disposal, Refrigerator",3,"Carpet, Wood",0
4438,21118960,575000.0,85737,-110.992571,32.400435,1.5,7353.81,1998,4,4,3493.0,3,"Dishwasher, Garbage Disposal, Microwave, Oven",3,"Carpet, Ceramic Tile",54
4439,21127361,525000.0,85718,-110.933941,32.339713,0.89,5940.0,1994,4,4,3070.0,3,"Dishwasher, Garbage Disposal, Microwave, Oven",2,"Carpet, Mexican Tile",111
4440,21202219,554500.0,85718,-110.929228,32.288013,3.8,8048.0,1953,3,2,2766.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1,"Carpet, Ceramic Tile, Natural Stone",0
4441,21127492,525000.0,85730,-110.760365,32.166629,1.24,7833.0,2003,4,3,4513.0,6,"Dishwasher, Garbage Disposal, Oven",2,"Carpet, Ceramic Tile",40
4442,21131886,530000.0,85718,-110.944388,32.307065,1.38,4440.0,1972,4,3,3252.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Wood",7
4443,21207200,575000.0,85658,-111.07361,32.43256,0.21,5713.94,2006,5,3,3458.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",57
4444,21206957,537500.0,85750,-110.823026,32.281688,0.68,5945.0,2003,4,4,3324.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",110
4445,21129319,547000.0,85641,-110.670523,32.101086,1.7,6962.78,2005,4,3,3384.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2,Ceramic Tile,65
4446,21201879,550000.0,85718,-110.905723,32.322266,0.55,4582.0,1994,3,3,2741.0,3,"Dishwasher, Microwave, Oven",2,"Carpet, Ceramic Tile",123
4447,21212475,565000.0,85718,-110.908554,32.318525,0.17,3850.0,1992,3,3,2409.0,2,"Dishwasher, Garbage Disposal, Microwave, Oven",2,"Carpet, Other",294
4448,21201748,530000.0,85743,-111.093134,32.325606,3.25,6253.0,2004,3,3,3070.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Ceramic Tile,0
4449,21132071,540000.0,85750,-110.828641,32.320445,1.12,5044.0,1988,3,2,2737.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Concrete, Mexican Tile",81
4450,21216518,490000.0,85749,-110.751877,32.26624,3.65,3588.0,1971,5,4,3209.0,2,"Dishwasher, Garbage Disposal, Microwave, Oven",3,"Ceramic Tile, Wood",0
4451,21224133,548000.0,85704,-110.964778,32.338116,0.65,3227.52,1987,4,3,3508.0,3,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Natural Stone",0
4452,21220207,510000.0,85718,-110.950974,32.317155,0.74,3964.0,1984,4,3,2798.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",4
4453,21227524,544000.0,85749,-110.725825,32.30026,3.3,5169.0,2006,3,3,3003.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Concrete,150
4454,21226390,535000.0,85749,-110.776921,32.294407,1.18,5155.0,2007,3,3,2650.0,6,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",0
4455,21222896,550000.0,85730,-110.756556,32.181148,9.1,6656.6,1960,7,5,4072.0,20,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Oven",2,"Carpet, Ceramic Tile, Mexican Tile, Other",0
4456,21301668,570000.0,85750,-110.830734,32.316527,1.06,5404.0,1987,3,4,3160.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Mexican Tile",81
4457,21304768,560000.0,85739,-110.861078,32.536008,0.2,3511.0,2004,3,3,2668.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Ceramic Tile",193
4458,21316182,575000.0,85718,-110.943617,32.317116,1.29,3788.0,1975,3,3,2766.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Natural Stone,16
4459,21317053,565000.0,85715,-110.858749,32.25884,0.71,6129.0,1958,4,4,3436.0,2,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Ceramic Tile",78
4460,21318523,575000.0,85755,-110.984533,32.435298,1.14,5002.56,2002,4,3,3196.0,3,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Natural Stone",35
4461,21700201,560000.0,85718,-110.951987,32.317175,0.64,6124.24,1986,4,4,3752.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2,"Carpet, Ceramic Tile",52
4462,21703785,558000.0,85750,-110.874143,32.325089,0.48,5995.56,1993,4,4,3104.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1,"Carpet, Natural Stone, Wood",100
4463,21717101,550000.0,85739,-110.906233,32.515303,0.19,2830.6,2008,3,4,2474.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless",0,"Ceramic Tile, Vinyl",165
4465,21708948,550000.0,85742,-111.018963,32.39195,1.6,5446.0,2006,4,3,2810.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1,"Carpet, Ceramic Tile",56
4466,21720782,581797.0,85718,-110.92652,32.310415,1.47,3918.66,1959,3,4,2696.0,1,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Mexican Tile,4
4467,21717043,550000.0,85641,-110.6639,32.080796,1.91,6863.76,2006,4,3,3415.0,3,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator",2,"Carpet, Natural Stone",12
4468,21720358,540000.0,85739,-110.890917,32.5336,0.21,4412.96,2001,3,3,2894.0,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1,"Carpet, Ceramic Tile",165
4469,21708227,537000.0,85749,-110.781715,32.27837,1.0,4492.16,1994,4,3,2904.0,3,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1,"Carpet, Ceramic Tile",60
4470,21711504,572283.0,85745,-111.037382,32.198532,0.75,1283.36,2017,4,4,2530.0,3,"Garbage Disposal, Pantry: Closet, Appliance Color: Stainless, Countertops: granite",0,"Carpet, Ceramic Tile",47
4471,21715761,525000.0,85737,-110.973782,32.384821,1.03,5892.79,1991,4,3,3280.0,2,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1,"Carpet, Mexican Tile",0
4472,21719485,562000.0,85704,-110.968683,32.348978,1.03,4725.98,1961,5,3,3419.0,2,"Dishwasher, Double Sink, Garbage Disposal, Lazy Susan, Refrigerator, Appliance Color: Black",2,Concrete,0
4473,21722973,534690.0,85749,-110.784706,32.306199,0.76,8388.89,2014,4,3,2780.0,3,"Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite",2,"Carpet, Ceramic Tile",183
4474,21710903,500000.0,85745,-111.051359,32.264871,1.11,6170.99,2005,4,4,3770.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Countertops: Granite",2,"Carpet, Ceramic Tile",80
4476,21718025,560000.0,85737,-110.950266,32.384514,1.38,6715.97,1998,4,3,2854.0,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1,"Ceramic Tile, Natural Stone, Wood",73
4477,21730055,525000.0,85718,-110.896488,32.315889,1.52,4909.0,1987,3,2,2675.0,2,"Dishwasher, Garbage Disposal",1,Ceramic Tile,110
4478,21732158,556950.0,85749,-110.787885,32.304496,0.36,5519.46,1998,3,3,2890.0,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Yes, Oven: Double",1,"Carpet, Ceramic Tile",112
4479,21800178,565000.0,85743,-111.090181,32.314732,3.4,7740.11,2002,5,3,3192.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Countertops: Granite",2,Ceramic Tile,26
4481,21722620,560000.0,85718,-110.876607,32.325477,0.91,6347.04,1974,4,4,3133.0,2,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: granite",2,"Carpet, Natural Stone",258
4484,21807188,545000.0,85750,-110.87353,32.327581,0.21,5322.26,1988,3,3,2162.0,2,"Dishwasher, Electric Range, Garbage Disposal, Appliance Color: Stainless, Countertops: Granite, Microwave: Yes, Oven: Yes",1,"Ceramic Tile, Mexican Tile",240
4485,21803199,540000.0,85745,-111.040534,32.213907,0.47,5774.52,2002,3,4,3091.0,2,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Appliance Color: Black, Countertops: Granite",1,"Carpet, Natural Stone, Wood",24
4486,21801438,555000.0,85750,-110.869859,32.314103,0.69,4326.92,1975,3,2,2479.0,2,"Dishwasher, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: ., Oven: .",0,"Carpet, Ceramic Tile",44
4488,21811282,570000.0,85750,-110.81205,32.280014,0.46,4266.13,1980,4,4,3129.0,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Quartz & Granite, Microwave: Drawer in Island, Oven: Duel Fuel",3,"Carpet, Ceramic Tile, Other: NEW Plank Tile",70
4489,21805838,570000.0,85750,-110.85431,32.301308,0.29,5392.17,1990,3,2,2864.0,2,"Dishwasher, Double Sink, Garbage Disposal, Pantry: Closet, Refrigerator",1,Ceramic Tile,154
4490,21721827,548000.0,85749,-110.806255,32.264654,0.81,5518.16,2000,4,3,3061.0,3,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: Granite Tile",2,"Carpet, Ceramic Tile",105
4491,21801557,560000.0,85750,-110.851251,32.277008,0.81,7122.93,1993,3,4,3156.0,3,"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite",2,"Carpet, Ceramic Tile",0
4493,21802549,546000.0,85755,-110.986124,32.444798,0.23,1288.81,2016,4,3,2625.0,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Double w/Convection",0,Ceramic Tile,135
4495,21807819,560000.0,85718,-110.901601,32.291182,3.3,5201.63,1962,4,3,2948.0,4,"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Oven: Oven",3,"Carpet, Mexican Tile, Wood",5
4498,21813190,568000.0,85750,-110.856652,32.320625,0.4,5205.83,1987,5,4,3280.0,3,"Dishwasher, Electric Range, Garbage Disposal, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",2,"Ceramic Tile, Laminate",38.55
4499,21814654,543000.0,85750,-110.865424,32.2978,0.72,4772.0,1988,4,3,2742.0,3,"Dishwasher, Garbage Disposal, Appliance Color: Stainless, Microwave: stainless",2,"Carpet, Natural Stone, Wood",30
4501,21801569,558000.0,85750,-110.852921,32.321666,0.15,4848.43,1998,3,3,2191.0,2,"Dishwasher, Electric Range, Appliance Color: Black",1,"Carpet, Ceramic Tile",107
4502,21811717,565000.0,85737,-110.997849,32.421307,0.18,6150.13,2005,5,5,4581.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: White, Countertops: Granite, Microwave: Built In, Oven: Built-in",1,"Carpet, Ceramic Tile",44
4503,21818188,546000.0,85712,-110.87639,32.262883,0.31,6603.06,1991,3,3,2429.0,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Range",2,Ceramic Tile,33
4505,21811491,550000.0,85718,-110.955382,32.311684,1.0,5474.39,1984,4,4,3269.0,2,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Walk-In, Refrigerator, Water Purifier, Wet Bar, Countertops: Granite, Microwave: Yes, Oven: Yes",1,"Carpet, Ceramic Tile, Wood",5
4507,21707594,535817.0,85701,-110.969475,32.208847,0.14,1655.39,2017,3,2,2000.0,0,Dishwasher,1,Concrete,0
4510,21700100,523750.0,85641,-110.61689,32.120348,36.01,9329.65,1985,5,3,4381.0,2,"Compactor, Dishwasher, Freezer, Garbage Disposal, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Black, Countertops: Granite",2,Mexican Tile,165
4512,21828656,550000.0,85718,-110.910695,32.319105,0.16,6353.19,2004,3,3,2462.0,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave, Oven: Oven",1,"Carpet, Ceramic Tile",157
4513,21830260,550000.0,85718,-110.883952,32.319877,1.04,4411.13,1970,3,3,2832.0,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite & Concrete, Microwave: Microwave, Oven: Oven",2,"Carpet, Natural Stone, Wood",20.83
4514,21832846,535000.0,85750,-110.852498,32.290601,0.78,5818.0,1988,2,2,2766.0,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Microwave: Microwave, Oven: Oven",1,"Carpet, Ceramic Tile",131
4516,21831704,550000.0,85739,-110.896435,32.53479,0.19,4641.28,2003,3,3,2895.0,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Black, Countertops: Granite, Microwave: Built-in, Oven: Built-in",2,"Carpet, Ceramic Tile",180
4517,21903994,575000.0,85750,-110.863923,32.29327,0.79,3675.63,1979,4,3,2426.0,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Advantium, Oven: Convection",2,"Carpet, Ceramic Tile, Wood",33
4519,21902288,530000.0,85749,-110.729719,32.264794,1.09,6058.48,1996,4,3,3675.0,3,"Compactor, Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Black, Countertops: Tile, Microwave: Black, Oven: Black",2,"Carpet, Ceramic Tile",37
4520,21904911,567500.0,85750,-110.841888,32.316124,0.13,4269.54,1994,2,2,2204.0,2,"Dishwasher, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Countertops: Granite, Microwave: yes, Oven: yes",1,Ceramic Tile,325
4523,21911122,575000.0,85718,-110.941678,32.33314,1.04,4684.67,1978,4,3,2615.0,2,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Above range, Oven: slide in",3,"Carpet, Mexican Tile",8
4524,21910034,565000.0,85641,-110.800121,31.945523,1.0,3194.13,2008,5,4,3559.0,3,"Desk, Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: granite, Microwave: stainless, Oven: double",1,"Carpet, Ceramic Tile",170
4526,21906416,550000.0,85750,-110.852535,32.319957,0.0,4822.0,1997,2,3,2191.0,2,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Countertops: Granite",0,"Carpet, Ceramic Tile",117
4527,21914567,567000.0,85750,-110.872091,32.309736,1.06,4263.54,1988,4,3,2659.0,2,"Dishwasher, Double Sink, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite Slab, Microwave: built-in, Oven: Y",1,"Ceramic Tile, Natural Stone, Wood, Other: Travertine entry",43
4528,21917843,582000.0,85718,-110.953046,32.315277,0.82,4830.0,1988,3,2,2768.0,3,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: corian, Oven: oven",2,"Carpet, Mexican Tile",70
4529,21911872,565000.0,85750,-110.832078,32.293025,0.23,5972.15,2005,4,3,3010.0,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless built-In, Oven: Stainless Built-In",1,"Carpet, Other: Travertine Tile",101
4531,21919082,540000.0,85749,-110.728992,32.262206,0.97,5662.41,1996,4,3,3650.0,3,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: White, Countertops: Granite, Microwave: Microwave, Oven: Oven",2,"Carpet, Ceramic Tile",5
4532,21919141,555000.0,85755,-110.986706,32.447311,0.18,1314.15,2017,3,3,2654.0,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Countertops: Granite, Microwave: Built-in, Oven: Double",2,"Carpet, Ceramic Tile, Wood",135
4534,21830062,571650.0,85745,-110.985754,32.218193,0.03,3186.79,2011,3,2,2024.0,0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Microwave: Included, Oven: Italian",0,"Concrete, Mexican Tile",99
4535,21812818,575000.0,85718,-110.947316,32.309842,0.79,5130.12,1987,4,4,3281.0,3,"Compactor, Desk, Dishwasher, Electric Range, Garbage Disposal, Indoor Grill, Island, Refrigerator, Water Purifier, Wet Bar, Appliance Color: Stainless, Countertops: tile, Microwave: yes, Oven: yes",3,"Carpet, Mexican Tile",5
4536,21426128,575000.0,85755,-110.990367,32.454749,0.25,3758.98,2007,4,3,2779.0,3,"Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",52
4537,21513287,600000.0,85641,-110.793032,31.955036,4.15,5604.53,2006,4,3,3652.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Concrete",55
4538,21613982,575000.0,85718,-110.885844,32.322515,1.08,4453.21,1970,4,3,3301.0,2,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Ceramic Tile, Natural Stone, Wood",21
4539,21632753,570000.0,85737,-110.980683,32.405023,1.46,6165.1,1985,4,4,3321.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",5
4540,21618449,520000.0,85743,-111.095995,32.323659,3.19,5686.8,2009,4,3,3097.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Ceramic Tile, Wood",0
4541,21208992,590000.0,85718,-110.923314,32.293568,0.0,6589.47,2002,5,4,3229.0,3,"Dishwasher, Refrigerator, Microwave, Oven",2,"Carpet, Concrete, Other",134
4542,21300468,651500.0,85718,-110.928289,32.285778,1.0,8385.87,2005,4,4,3666.0,3,Garbage Disposal,1,"Carpet, Natural Stone",0
4543,21227521,525000.0,85712,-110.889125,32.258296,0.94,4696.0,1964,5,3,3258.0,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Mexican Tile, Other",0
4544,21318531,560000.0,85755,-110.978895,32.456712,0.35,6452.74,2005,5,4,3991.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",80
4545,21313491,565000.0,85748,-110.734178,32.221823,3.64,3962.25,1995,4,3,3253.0,3,"Dishwasher, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",0
4546,21708052,563000.0,85749,-110.744783,32.284633,1.07,4793.46,1996,5,4,3306.0,3,"Desk, Dishwasher, Double Sink, Gas Range, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Ceramic Tile, Laminate",0
4549,21815979,569000.0,85755,-110.985141,32.430283,0.64,5838.14,2000,3,3,2589.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Silestone, Microwave: Built in, Oven: Built in",1,"Ceramic Tile, Concrete, Wood, Other: Dyed Concrete",39
4551,21826165,562500.0,85718,-110.888494,32.315596,0.81,4713.19,1966,4,4,2874.0,2,Dishwasher,1,"Carpet, Ceramic Tile",21
4552,21902927,559200.0,85755,-110.987444,32.446325,0.27,4870.61,2017,3,3,3269.0,3,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Range",1,"Carpet, Ceramic Tile",135
4553,21807403,540000.0,85658,-111.109386,32.468527,0.27,1140.97,2018,3,4,2756.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in, Oven: Built-in",0,"Carpet, Ceramic Tile, Other: Carpet bedrooms only",45
4555,21904958,565000.0,85755,-110.985314,32.446939,0.21,1288.0,2017,4,3,3029.0,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: convention, Oven: -",0,"Carpet, Ceramic Tile",135
4556,21830303,588864.0,85629,-110.937896,31.870977,2.29,323.17,2019,3,4,2757.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",1,"Carpet, Ceramic Tile",50
4557,21327399,535000.0,85737,-110.970318,32.407739,0.37,5721.8,2004,4,3,3420.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",50
4558,21317040,520000.0,85718,-110.924959,32.319878,0.2,3852.0,2002,2,2,2181.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Ceramic Tile, Other",175
4559,21303339,575000.0,85739,-110.900962,32.513671,0.36,2921.92,2007,3,4,2468.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Ceramic Tile,140
4560,21715624,555000.0,85718,-110.903274,32.32479,1.52,4650.79,1975,3,2,2539.0,2,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Ceramic Tile",0
4561,21404886,555000.0,85718,-110.95766,32.318588,0.69,4110.66,1983,4,3,3288.0,2,"Dishwasher, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",55
4562,21607055,567000.0,85742,-111.083207,32.385621,3.31,5431.0,2005,5,3,2827.0,3,"Dishwasher, Garbage Disposal, Oven",1,"Carpet, Ceramic Tile",0
4563,21829905,551000.0,85623,-110.91607,32.588073,0.21,2808.56,2015,3,4,2398.0,3,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Appliance Color: White, Countertops: Granite, Microwave: GE, Oven: GE",1,"Carpet, Ceramic Tile",225.21
4564,21907261,574000.0,85749,-110.792536,32.28664,0.68,4850.22,2017,4,3,2607.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Microwave: yes, Oven: Double Wall ovens",1,"Carpet, Ceramic Tile",65
4565,21716639,568882.0,85755,-110.984982,32.450588,0.26,900.22,2017,4,3,3580.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Ceramic Tile",134
4566,21304970,573623.0,85658,-111.068943,32.435012,0.23,892.04,2013,4,3,2777.0,3,"Dishwasher, Garbage Disposal, Microwave, Oven",1,Concrete,39
4567,21803347,566200.0,85737,-110.970757,32.408844,0.47,5893.4,2003,3,3,2557.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Reverse Osmosis, Appliance Color: Stainless, Countertops: GRANITE, Oven: BUILT IN",2,"Carpet, Ceramic Tile",50
4568,21400881,553000.0,85718,-110.894923,32.333743,0.8,4099.0,1977,5,4,3980.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Mexican Tile",5
4569,21307872,502000.0,85641,-110.668461,32.096095,1.75,5151.54,2006,4,4,3272.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",65
4570,21515409,572500.0,85749,-110.721937,32.244763,0.75,3826.0,2000,4,4,3160.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",0
4571,21517244,545000.0,85745,-111.063705,32.30735,3.42,7407.36,1998,4,5,3402.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Ceramic Tile,0
4572,21530710,571010.0,85658,-111.053989,32.437331,0.83,1510.01,2015,4,4,3595.0,4,"Dishwasher, Garbage Disposal, Microwave, Oven",0,"Carpet, Ceramic Tile",60
4573,21505274,520000.0,85716,-110.920526,32.229731,0.2,3266.42,1951,3,4,3276.0,1,"Dishwasher, Microwave, Oven",2,"Carpet, Ceramic Tile, Mexican Tile",0
4574,21531004,560000.0,85745,-111.040045,32.244034,2.34,5368.0,2003,4,3,2821.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",46
4575,21605028,570000.0,85742,-111.021414,32.420945,0.83,2606.32,2016,3,3,2327.0,3,"Dishwasher, Garbage Disposal, Microwave, Oven",0,"Carpet, Ceramic Tile",75
4576,21610151,480000.0,85718,-110.876291,32.328581,0.83,5911.96,1981,3,5,3495.0,2,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Natural Stone",258
4577,21602798,549000.0,85750,-110.863263,32.323715,0.56,4849.35,1998,4,3,2724.0,3,"Dishwasher, Garbage Disposal, Microwave, Oven",2,"Carpet, Ceramic Tile",49
4578,21303101,525000.0,85718,-110.887182,32.277437,0.79,5284.0,1980,4,4,4530.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",3
